Direccion Std,Estatus,Latitud,Longitud
"Mer Modelo P07 ., Casma",No geocodificable,No encontrado,No encontrado
"Mer Modelo P-1-D ., Calca",No geocodificable,No encontrado,No encontrado
"Mer Modelo P-1B ., Calca",No geocodificable,No encontrado,No encontrado
"Mer Modelo P-4 ., Calca",No geocodificable,No encontrado,No encontrado
"Mer Modelo P-8 ., Calca",No geocodificable,No encontrado,No encontrado
"Mer Modelo P-9 ., Calca",No geocodificable,No encontrado,No encontrado
"Mer Modelo P-24 ., Calca",No geocodificable,No encontrado,No encontrado
"Mer Municipal  1 0 51A, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Municipal  1 0 S564, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Municipal  1 1 20B, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Municipal  1 P-21B, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Municipal  1 P-22B 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Municipal  1 P-32A, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Municipal  1 P-60A 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Municipal De Bellavista P 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Municipal De Bellavista P, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Municipal La Punta P10 0, La Punta",No geocodificable,No encontrado,No encontrado
"Mer Municipal La Punta P13, La Punta",No geocodificable,No encontrado,No encontrado
"Mer Municipal P48, Moche",No geocodificable,No encontrado,No encontrado
"Mer Nueva Aurora P96 0, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Nueva Esperanza L. ., La Perla",No geocodificable,No encontrado,No encontrado
"Mer Nueva Esperanza Ns/N S/N, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Nueva Esperanza P2B, Majes",No geocodificable,No encontrado,No encontrado
"Mer Nueva Esperanza P18 21, Majes",No geocodificable,No encontrado,No encontrado
"Mer Nueva Esperanza P37 0, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Nueva Esperanza P., La Perla",No geocodificable,No encontrado,No encontrado
"Mer Ramon Castilla P08 Sn, La Perla",No geocodificable,No encontrado,No encontrado
"Mer Ramon Castilla P09 Sn, La Perla",No geocodificable,No encontrado,No encontrado
"Mer San Juan Bosco N 1 P-38, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Mer San Martin P23 0, Casma",No geocodificable,No encontrado,No encontrado
"Mer San Martin P29 0, Casma",No geocodificable,No encontrado,No encontrado
"Mer San Martin P96 0, Casma",No geocodificable,No encontrado,No encontrado
"Mer San Martin P111 ., Casma",No geocodificable,No encontrado,No encontrado
"Mer Santa Elena . 5, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Mer Se Or De Los Milagros P-35 150, Ate",No geocodificable,No encontrado,No encontrado
"Mer Se Or De Luren Ps/N 0, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Se?Or De Los Milagros P-14 0, Ate",No geocodificable,No encontrado,No encontrado
"Mer Sr Del Gran Poder P7, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Sr Del Gran Poder P41 0, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Sr Del Gran Poder P98, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Sr Del Gran Poder P910, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Total P7, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer Trabajadores Unidos P22 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer Trabajadores Unidos Pq12 ., Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen De Evangelizacion P ., San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Mer Virgen De La Caridad P-S/N 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen De Las Mercedes P-1 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Virgen De Las Mercedes P-4 ., Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Virgen Del Carmen P-96 S/N, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen Del Rosario N-1 P-N 1, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen Del Rosario P-80 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen Del Rosario P-N3, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen Del Rosario P-P65 S/N, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen Maria 0 39, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen Maria P-10 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer Virgen Maria S/N 53, Callao",No geocodificable,No encontrado,No encontrado
"Merca Do- Puyango 69, Tumbes",No geocodificable,No encontrado,No encontrado
Mercadillo 1 De Mayo  S/N,No geocodificable,No encontrado,No encontrado
Mercadillo 1Ero De Mayo S/N 0,No geocodificable,No encontrado,No encontrado
Mercadillo 7 De Junio 0,No geocodificable,No encontrado,No encontrado
Mercadillo - Psto 8,No geocodificable,No encontrado,No encontrado
"Mercadillo Ascension 0 6, Ascension",No geocodificable,No encontrado,No encontrado
Mercadillo El Molino 5,No geocodificable,No encontrado,No encontrado
"Mercadillo Independencia, La Joya",No geocodificable,No encontrado,No encontrado
Mercado 0,No geocodificable,No encontrado,No encontrado
"Mercado 1 0 9, Callaria",No geocodificable,No encontrado,No encontrado
"Mercado  1 . 4849, Cayma",No geocodificable,No encontrado,No encontrado
"Mercado 1 De Mayo 0 S/N, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mercado 1 De Mayo . S6, Cayma",No geocodificable,No encontrado,No encontrado
"Mercado 1 De Mayo Pto 43, Rimac",No geocodificable,No encontrado,No encontrado
"Mercado 1 X 7, San Pedro",No geocodificable,No encontrado,No encontrado
"Mercado 1Ro De Noviembre S/N, Satipo",No geocodificable,No encontrado,No encontrado
"Mercado 3 0 43480, Callaria",No geocodificable,No encontrado,No encontrado
"Mercado 3 De Mayo S/N 0, Santa Rosa",No geocodificable,No encontrado,No encontrado
Mercado 18 De Julio G-12 0,No geocodificable,No encontrado,No encontrado
Mercado 18 De Julio Psto G-6 0,No geocodificable,No encontrado,No encontrado
"Mercado 279, Pisco",No geocodificable,No encontrado,No encontrado
Mercado - Carretera Ucrania 0,No geocodificable,No encontrado,No encontrado
"Mercado Aso Cip 0 28, Ate",No geocodificable,No encontrado,No encontrado
"Mercado Atico Puesto 31, Atico",No geocodificable,No encontrado,No encontrado
"Mercado Centenario Puesto B9 9, Independencia",No geocodificable,No encontrado,No encontrado
"Mercado Central 8, Calca",No geocodificable,No encontrado,No encontrado
Mercado Central De Rioja A-138,No geocodificable,No encontrado,No encontrado
"Mercado Cooperativo 103, Callao",No geocodificable,No encontrado,No encontrado
"Mercado Cosmos Psto F51, Rupa-Rupa",No geocodificable,No encontrado,No encontrado
Mercado De Abarrotes Pto. 38 0,No geocodificable,No encontrado,No encontrado
"Mercado De Abastos 0 43747, Pampas",No geocodificable,No encontrado,No encontrado
"Mercado De Abastos 0, Pampas",No geocodificable,No encontrado,No encontrado
Mercado De Abastos 41,No geocodificable,No encontrado,No encontrado
Mercado De Abastos - Psto 29,No geocodificable,No encontrado,No encontrado
Mercado De Abastos - Psto 105,No geocodificable,No encontrado,No encontrado
Mercado De Abastos - Pto 15,No geocodificable,No encontrado,No encontrado
"Mercado De Abastos Elianes/N, Palpa",No geocodificable,No encontrado,No encontrado
Mercado De Abastos Pto 26,No geocodificable,No encontrado,No encontrado
Mercado De Abastos  Puesto  33 0,No geocodificable,No encontrado,No encontrado
Mercado De Abastos Puesto 47 47,No geocodificable,No encontrado,No encontrado
"Mercado De Anta # 50 0, Anta",No geocodificable,No encontrado,No encontrado
Mercado De Bellavista Pto 1,No geocodificable,No encontrado,No encontrado
"Mercado De Centenario Pto.B17 17, Independencia",No geocodificable,No encontrado,No encontrado
Mercado De Sanignacio 0,No geocodificable,No encontrado,No encontrado
"Mercado Dignidad De Mala 0 26, Mala",No geocodificable,No encontrado,No encontrado
"Mercado El Angel ., Barranca",No geocodificable,No encontrado,No encontrado
"Mercado El Progreso Pto 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mercado El Progreso Pto 3, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mercado El Trebol Pto 40 0, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
Mercado Erick 0,No geocodificable,No encontrado,No encontrado
Mercado Exterior Pto: N  1 S/N,No geocodificable,No encontrado,No encontrado
"Mercado Ferial N?1 202 1, Pisco",No geocodificable,No encontrado,No encontrado
"Mercado Horizonte Puesto19, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Mercado Horizonte Puesto25, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Mercado Huanca Sancos S/N 0, Sancos",No geocodificable,No encontrado,No encontrado
Mercado Interior 0,No geocodificable,No encontrado,No encontrado
"Mercado Interior 329, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Mercado Israelita Giro 1 Puest 0, Ate",No geocodificable,No encontrado,No encontrado
"Mercado Israelita Puesto 2 0, Ate",No geocodificable,No encontrado,No encontrado
"Mercado Israelita Puesto 30 0, Ate",No geocodificable,No encontrado,No encontrado
"Mercado Israelita Puestp 53 0, Ate",No geocodificable,No encontrado,No encontrado
"Mercado Jesus Nazareno Pto 1 S/N, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mercado La Joya S/N, La Joya",No geocodificable,No encontrado,No encontrado
"Mercado La Paradita Puesto 30 0, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Mercado Las Palmas 0 23, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
Mercado Mayorista 4,No geocodificable,No encontrado,No encontrado
Mercado Mayorista Pto 52,No geocodificable,No encontrado,No encontrado
Mercado Mayorista Pto 54,No geocodificable,No encontrado,No encontrado
Mercado Mayorista Pto 71,No geocodificable,No encontrado,No encontrado
"Mercado Mileniumz?Rate 0, Ate",No geocodificable,No encontrado,No encontrado
Mercado Miramar Psto 33 0,No geocodificable,No encontrado,No encontrado
Mercado Modelo 0,No geocodificable,No encontrado,No encontrado
"Mercado Modelo 0 43684, Pampas",No geocodificable,No encontrado,No encontrado
Mercado Modelo 2Do Piso Psto 3 0,No geocodificable,No encontrado,No encontrado
Mercado Modelo 5,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 5,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 10,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 11,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 32,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 37,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 44,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 53,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 55,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 71,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 87,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 201,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 308,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 316,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 320,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 322,No geocodificable,No encontrado,No encontrado
Mercado Modelo - Psto 331,No geocodificable,No encontrado,No encontrado
"Mercado Modelo Atico 0 15, Atico",No geocodificable,No encontrado,No encontrado
"Mercado Modelo Calca . 10, Calca",No geocodificable,No encontrado,No encontrado
Mercado Modelo Exterior - Pst 5,No geocodificable,No encontrado,No encontrado
"Mercado Modelo Pampas 3, Pampas",No geocodificable,No encontrado,No encontrado
Mercado Modelo Pst N? 2,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pst N? 7 7,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pst N? 12,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pst N?  18 0,No geocodificable,No encontrado,No encontrado
"Mercado Modelo Psto Ab 26 Ab 26, Rupa-Rupa",No geocodificable,No encontrado,No encontrado
Mercado Modelo Pto 6,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pto 12,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pto 24,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pto 40,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pto 46,No geocodificable,No encontrado,No encontrado
Mercado Modelo Pto 324,No geocodificable,No encontrado,No encontrado
Mercado Modelo Puesto 100 0,No geocodificable,No encontrado,No encontrado
Mercado Modelo Puesto 117 0,No geocodificable,No encontrado,No encontrado
Mercado Modelo S/N,No geocodificable,No encontrado,No encontrado
"Mercado Modelo. Pto. 74, La Esperanza",No geocodificable,No encontrado,No encontrado
Mercado Mora Parra 1,No geocodificable,No encontrado,No encontrado
Mercado Mora Parra 16,No geocodificable,No encontrado,No encontrado
Mercado Mora Parra Sn 1,No geocodificable,No encontrado,No encontrado
"Mercado N?2 0 430, Pisco",No geocodificable,No encontrado,No encontrado
Mercado N.Ilo Pto 142 0,No geocodificable,No encontrado,No encontrado
"Mercado Nazarenas 51, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mercado Nazarenas Pto N 125, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mercado Nazarenas Pto N 243, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mercado Nazarenas S/N 93, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mercado Nueva Esperanza 4, Majes",No geocodificable,No encontrado,No encontrado
Mercado Nuevo Ilo Pto 11 0,No geocodificable,No encontrado,No encontrado
Mercado Nuevo Ilo Puesto 116 0,No geocodificable,No encontrado,No encontrado
Mercado Nuevo Ilo Puesto #3 0,No geocodificable,No encontrado,No encontrado
Mercado Nuevo Oriente  Pto 127,No geocodificable,No encontrado,No encontrado
"Mercado Oyon Modelo ., Oyon",No geocodificable,No encontrado,No encontrado
Mercado Plata Forma 1,No geocodificable,No encontrado,No encontrado
"Mercado Plataforma 1920 0, Pangoa",No geocodificable,No encontrado,No encontrado
"Mercado Proyecto 2002 P 12, Callao",No geocodificable,No encontrado,No encontrado
Mercado Pto 28,No geocodificable,No encontrado,No encontrado
Mercado Pto 66,No geocodificable,No encontrado,No encontrado
Mercado Pto 311,No geocodificable,No encontrado,No encontrado
"Mercado Pto. 32, Yonan",No geocodificable,No encontrado,No encontrado
Mercado Pucaca S/N,No geocodificable,No encontrado,No encontrado
Mercado Puesto 15 Y 16 .,No geocodificable,No encontrado,No encontrado
Mercado Puesto 17,No geocodificable,No encontrado,No encontrado
Mercado Puesto N?28 28,No geocodificable,No encontrado,No encontrado
"Mercado Puesto P1 Juli 0, Juli",No geocodificable,No encontrado,No encontrado
"Mercado Rio Seco La Parada ., Cerro Colorado",No geocodificable,No encontrado,No encontrado
Mercado Roberto Segura - Psto 83,No geocodificable,No encontrado,No encontrado
Mercado Roberto Segura - Psto 106,No geocodificable,No encontrado,No encontrado
Mercado Roberto Segura - Psto 113,No geocodificable,No encontrado,No encontrado
Mercado Roberto Segura Psto 93-94,No geocodificable,No encontrado,No encontrado
"Mercado San Carlos Puesto- 2, Rimac",No geocodificable,No encontrado,No encontrado
"Mercado San Fco Pto. N? 4, Ayna",No geocodificable,No encontrado,No encontrado
"Mercado San Martin De Porres S/N 6, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Mercado San Martin Pto.45- 46, La Esperanza",No geocodificable,No encontrado,No encontrado
Mercado  Sandia - E-06 S/N,No geocodificable,No encontrado,No encontrado
Mercado Santa Celia Pst 03,No geocodificable,No encontrado,No encontrado
"Mercado Sivia S/N 0, Sivia",No geocodificable,No encontrado,No encontrado
Mercado Sol Divino 0,No geocodificable,No encontrado,No encontrado
"Mercado Sr De Los Milagros Pue 4, Comas",No geocodificable,No encontrado,No encontrado
"Mercado Tingo Ab 38, Rupa-Rupa",No geocodificable,No encontrado,No encontrado
"Mercado Universal 0 85, Santa Anita",No geocodificable,No encontrado,No encontrado
"Mercado Universal Lte. C-5 Int 0, Santa Anita",No geocodificable,No encontrado,No encontrado
"Mercado Victoria Corso Zegarra . 63, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Mercado Villa 19, Majes",No geocodificable,No encontrado,No encontrado
"Mercado Virgen Del Carmen 0, San Luis",No geocodificable,No encontrado,No encontrado
"Mercado Virgen Del Carmen Pue 17, Independencia",No geocodificable,No encontrado,No encontrado
"Mercado Virgen Del Carmen Pues 13, Independencia",No geocodificable,No encontrado,No encontrado
Mercado Yance - Psto 2,No geocodificable,No encontrado,No encontrado
"Mercado.Chao , Pto. 24, Chao",No geocodificable,No encontrado,No encontrado
"Mercadoex.Puerta De Cuartel 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Mercurio 0, Perene",No geocodificable,No encontrado,No encontrado
"Mesones Muro 817, Jaén",No geocodificable,No encontrado,No encontrado
"Metrito Pto 3 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Metropolitana Mz N Lt 05, Ate",No geocodificable,No encontrado,No encontrado
"Metropolitano La Parada 0 17, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Metropolitano Plataforma Rio S . 7 4, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Metropolitano S/N S/N, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Metropolitanobloque B 7, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mexico Mza. 8 Lote 16, La Esperanza",No geocodificable,No encontrado,No encontrado
"Micaela 0 5 Y 6, Callaria",No geocodificable,No encontrado,No encontrado
